"","PassengerId","Type","Survived","Pclass","Sex","Age","Alone","lnFare","Embarked_S","Embarked_C","Embarked_Q"
"399",1290,"TEST",0,3,1,22,1,2.0509134580653,1,0,0
"400",1291,"TEST",0,3,1,31,1,2.04553567965004,0,0,1
"401",1292,"TEST",1,1,0,30,1,5.10513726860277,1,0,0
"402",1293,"TEST",0,2,1,38,0,3.04452243772342,1,0,0
"403",1294,"TEST",1,1,0,22,0,4.0842942263686,0,1,0
"404",1295,"TEST",0,1,1,17,1,3.85227300102237,1,0,0
"405",1296,"TEST",0,1,1,43,0,3.32218303393412,0,1,0
"406",1297,"TEST",0,2,1,20,1,2.62918735267649,0,1,0
"407",1298,"TEST",0,2,1,23,0,2.35137525716348,1,0,0
"408",1299,"TEST",0,1,1,50,0,5.35422499848633,0,1,0
"409",1300,"TEST",1,3,0,17,1,2.04391798561079,0,0,1
"410",1301,"TEST",1,3,0,3,0,2.62285535503898,1,0,0
"411",1302,"TEST",1,3,0,24,1,2.04769284336526,0,0,1
"412",1303,"TEST",1,1,0,37,0,4.49980967033027,0,0,1
"413",1304,"TEST",1,3,0,28,1,2.0509134580653,1,0,0
"414",1305,"TEST",0,3,1,32,1,2.08567209143047,1,0,0
"415",1306,"TEST",1,1,0,39,1,4.69043002993891,0,1,0
"416",1307,"TEST",0,3,1,38.5,1,1.98100146886658,1,0,0
"417",1308,"TEST",0,3,1,32,1,2.08567209143047,1,0,0
"418",1309,"TEST",0,3,1,7,0,3.10719761677404,0,1,0
"419",1,"TRAIN",0,3,1,22,0,1.98100146886658,1,0,0
"420",2,"TRAIN",1,1,0,38,0,4.26666207838721,0,1,0
"421",3,"TRAIN",1,3,0,26,1,2.07002231976334,1,0,0
"422",4,"TRAIN",1,1,0,35,0,3.97217692824789,1,0,0
"423",5,"TRAIN",0,3,1,35,1,2.08567209143047,1,0,0
"424",6,"TRAIN",0,3,1,26,1,2.13514820779938,0,0,1
"425",7,"TRAIN",0,1,1,54,1,3.94859598565899,1,0,0
"426",8,"TRAIN",0,3,1,2,0,3.04808750388792,1,0,0
"427",9,"TRAIN",1,3,0,27,0,2.40994061729809,1,0,0
"428",10,"TRAIN",1,2,0,14,0,3.40355460123583,0,1,0
"429",11,"TRAIN",1,3,0,4,0,2.81540871942271,1,0,0
"430",12,"TRAIN",1,1,0,58,1,3.27902974768795,1,0,0
"431",13,"TRAIN",0,3,1,20,1,2.08567209143047,1,0,0
"432",14,"TRAIN",0,3,1,39,0,3.44281905635297,1,0,0
"433",15,"TRAIN",0,3,0,14,1,2.06104842056294,1,0,0
"434",16,"TRAIN",1,2,0,55,1,2.77258872223978,1,0,0
"435",17,"TRAIN",0,3,1,2,0,3.37159691188586,0,0,1
"436",18,"TRAIN",1,2,1,30,1,2.56494935746154,1,0,0
"437",19,"TRAIN",0,3,0,31,0,2.89037175789616,1,0,0
"438",20,"TRAIN",1,3,0,18,1,1.9775472339985,0,1,0
"439",21,"TRAIN",0,2,1,35,1,3.25809653802148,1,0,0
"440",22,"TRAIN",1,2,1,34,1,2.56494935746154,1,0,0
"441",23,"TRAIN",1,3,0,15,1,2.08308489659463,0,0,1
"442",24,"TRAIN",1,1,1,28,1,3.56953269648137,1,0,0
"443",25,"TRAIN",0,3,0,8,0,3.04808750388792,1,0,0
"444",26,"TRAIN",1,3,0,38,0,3.4464097244837,1,0,0
"445",27,"TRAIN",0,3,1,22.5,1,1.9775472339985,0,1,0
"446",28,"TRAIN",0,1,1,19,0,5.57215403217776,1,0,0
"447",29,"TRAIN",1,3,0,19,1,2.06422637587336,0,0,1
"448",30,"TRAIN",0,3,1,21,1,2.06633097252974,1,0,0
"449",31,"TRAIN",0,1,1,40,1,3.32218303393412,0,1,0
"450",32,"TRAIN",1,1,0,31,0,4.98716739790117,0,1,0
"451",33,"TRAIN",1,3,0,24,1,2.04769284336526,0,0,1
"452",34,"TRAIN",0,2,1,66,1,2.35137525716348,1,0,0
"453",35,"TRAIN",0,1,1,28,0,4.40880000780905,0,1,0
"454",36,"TRAIN",0,1,1,42,0,3.95124371858143,1,0,0
"455",37,"TRAIN",1,3,1,25,1,1.97812837997935,0,1,0
"456",38,"TRAIN",0,3,1,21,1,2.08567209143047,1,0,0
"457",39,"TRAIN",0,3,0,18,0,2.89037175789616,1,0,0
"458",40,"TRAIN",1,3,0,14,0,2.41963007858069,0,1,0
"459",41,"TRAIN",0,3,0,40,0,2.24865675096849,1,0,0
"460",42,"TRAIN",0,2,0,27,0,3.04452243772342,1,0,0
"461",43,"TRAIN",0,3,1,33,1,2.06633097252974,0,1,0
"462",44,"TRAIN",1,2,0,3,0,3.72760004222554,0,1,0
"463",45,"TRAIN",1,3,0,19,1,2.06422637587336,0,0,1
"464",46,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"465",47,"TRAIN",0,3,1,34.5,0,2.7408400239252,0,0,1
"466",48,"TRAIN",1,3,0,24,1,2.04769284336526,0,0,1
"467",49,"TRAIN",0,3,1,7,0,3.07635327552161,0,1,0
"468",50,"TRAIN",0,3,0,18,0,2.87919845729804,1,0,0
"469",51,"TRAIN",0,3,1,7,0,3.68103627665291,1,0,0
"470",52,"TRAIN",0,3,1,21,1,2.05412373369555,1,0,0
"471",53,"TRAIN",1,1,0,49,0,4.34028233996554,0,1,0
"472",54,"TRAIN",1,2,0,29,0,3.25809653802148,1,0,0
"473",55,"TRAIN",0,1,1,65,0,4.12679884488682,0,1,0
"474",56,"TRAIN",1,1,1,45,1,3.56953269648137,1,0,0
"475",57,"TRAIN",1,2,0,21,1,2.35137525716348,1,0,0
"476",58,"TRAIN",0,3,1,28.5,1,1.97812837997935,0,1,0
"477",59,"TRAIN",1,2,0,5,0,3.32323584019244,1,0,0
"478",60,"TRAIN",0,3,1,11,0,3.84801767545223,1,0,0
"479",61,"TRAIN",0,3,1,22,1,1.97812837997935,0,1,0
"480",62,"TRAIN",1,1,0,38,1,4.38202663467388,1,0,0
"481",63,"TRAIN",0,1,1,45,0,4.42454718582972,1,0,0
"482",64,"TRAIN",0,3,1,4,0,3.32862668882732,1,0,0
"483",65,"TRAIN",0,1,1,30,1,3.32218303393412,0,1,0
"484",66,"TRAIN",1,3,1,7,0,2.7243040552851,0,1,0
"485",67,"TRAIN",1,2,0,29,1,2.35137525716348,1,0,0
"486",68,"TRAIN",0,3,1,19,1,2.09903581393828,1,0,0
"487",69,"TRAIN",1,3,0,17,0,2.07002231976334,1,0,0
"488",70,"TRAIN",0,3,1,26,0,2.15900336451602,1,0,0
"489",71,"TRAIN",0,2,1,32,1,2.35137525716348,1,0,0
"490",72,"TRAIN",0,3,0,16,0,3.84801767545223,1,0,0
"491",73,"TRAIN",0,2,1,21,1,4.29728540621879,1,0,0
"492",74,"TRAIN",0,3,1,26,0,2.6709850297652,0,1,0
"493",75,"TRAIN",1,3,1,32,1,4.03416629910613,1,0,0
"494",76,"TRAIN",0,3,1,25,1,2.03470564783844,1,0,0
"495",77,"TRAIN",0,3,1,21,1,2.06633097252974,1,0,0
"496",78,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"497",79,"TRAIN",1,2,1,0.83,0,3.36729582998647,1,0,0
"498",80,"TRAIN",1,3,0,30,1,2.52372664163758,1,0,0
"499",81,"TRAIN",0,3,1,22,1,2.19722457733622,1,0,0
"500",82,"TRAIN",1,3,1,29,1,2.2512917986065,1,0,0
"501",83,"TRAIN",1,3,0,24,1,2.05251988411357,0,0,1
"502",84,"TRAIN",0,1,1,28,1,3.85227300102237,1,0,0
"503",85,"TRAIN",1,2,0,17,1,2.35137525716348,1,0,0
"504",86,"TRAIN",1,3,0,33,0,2.76316950032329,1,0,0
"505",87,"TRAIN",0,3,1,16,0,3.53732955598674,1,0,0
"506",88,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"507",89,"TRAIN",1,1,0,23,0,5.57215403217776,1,0,0
"508",90,"TRAIN",0,3,1,24,1,2.08567209143047,1,0,0
"509",91,"TRAIN",0,3,1,29,1,2.08567209143047,1,0,0
"510",92,"TRAIN",0,3,1,20,1,2.06104842056294,1,0,0
"511",93,"TRAIN",0,1,1,46,0,4.11373860932874,1,0,0
"512",94,"TRAIN",0,3,1,26,0,3.02407674656313,1,0,0
"513",95,"TRAIN",0,3,1,59,1,1.98100146886658,1,0,0
"514",96,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"515",97,"TRAIN",0,1,1,70.5,1,3.54541893041153,0,1,0
"516",98,"TRAIN",1,1,1,23,0,4.14880591633814,0,1,0
"517",99,"TRAIN",1,2,0,34,0,3.13549421592915,1,0,0
"518",100,"TRAIN",0,2,1,34,0,3.25809653802148,1,0,0
"519",101,"TRAIN",0,3,0,28,1,2.06633097252974,1,0,0
"520",102,"TRAIN",0,3,1,21,1,2.06633097252974,1,0,0
"521",103,"TRAIN",0,1,1,21,0,4.34753223488469,1,0,0
"522",104,"TRAIN",0,3,1,33,1,2.1580447522359,1,0,0
"523",105,"TRAIN",0,3,1,37,0,2.07002231976334,1,0,0
"524",106,"TRAIN",0,3,1,28,1,2.06633097252974,1,0,0
"525",107,"TRAIN",1,3,0,21,1,2.03470564783844,1,0,0
"526",108,"TRAIN",1,3,1,26,1,2.0509134580653,1,0,0
"527",109,"TRAIN",0,3,1,38,1,2.06633097252974,1,0,0
"528",110,"TRAIN",1,3,0,18,0,3.18428438009858,0,0,1
"529",111,"TRAIN",0,1,1,47,1,3.95124371858143,1,0,0
"530",112,"TRAIN",0,3,0,14.5,0,2.6709850297652,0,1,0
"531",113,"TRAIN",0,3,1,22,1,2.08567209143047,1,0,0
"532",114,"TRAIN",0,3,0,20,0,2.28493015775532,1,0,0
"533",115,"TRAIN",0,3,0,17,1,2.67126864412075,0,1,0
"534",116,"TRAIN",0,3,1,21,1,2.07002231976334,1,0,0
"535",117,"TRAIN",0,3,1,70.5,1,2.04769284336526,0,0,1
"536",118,"TRAIN",0,2,1,29,0,3.04452243772342,1,0,0
"537",119,"TRAIN",0,1,1,24,0,5.51149461888159,0,1,0
"538",120,"TRAIN",0,3,0,2,0,3.44281905635297,1,0,0
"539",121,"TRAIN",0,2,1,21,0,4.29728540621879,1,0,0
"540",122,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"541",123,"TRAIN",0,2,1,32.5,0,3.40355460123583,0,1,0
"542",124,"TRAIN",1,2,0,32.5,1,2.56494935746154,1,0,0
"543",125,"TRAIN",0,1,1,54,0,4.34753223488469,1,0,0
"544",126,"TRAIN",1,3,1,12,0,2.41963007858069,0,1,0
"545",127,"TRAIN",0,3,1,65,1,2.04769284336526,0,0,1
"546",128,"TRAIN",1,3,1,24,1,1.96595084324942,1,0,0
"547",129,"TRAIN",1,3,0,9,0,3.10719761677404,0,1,0
"548",130,"TRAIN",0,3,1,45,1,1.94233232770743,1,0,0
"549",131,"TRAIN",0,3,1,33,1,2.06633097252974,0,1,0
"550",132,"TRAIN",0,3,1,20,1,1.95302761682418,1,0,0
"551",133,"TRAIN",0,3,0,47,0,2.67414864942653,1,0,0
"552",134,"TRAIN",1,2,0,29,0,3.25809653802148,1,0,0
"553",135,"TRAIN",0,2,1,25,1,2.56494935746154,1,0,0
"554",136,"TRAIN",0,2,1,23,1,2.71109888248023,0,1,0
"555",137,"TRAIN",1,1,0,19,0,3.26893375650932,1,0,0
"556",138,"TRAIN",0,1,1,37,0,3.97217692824789,1,0,0
"557",139,"TRAIN",0,3,1,16,1,2.22101705593022,1,0,0
"558",140,"TRAIN",0,1,1,24,1,4.37197629882038,0,1,0
"559",141,"TRAIN",0,3,0,9,0,2.7243040552851,0,1,0
"560",142,"TRAIN",1,3,0,22,1,2.04769284336526,1,0,0
"561",143,"TRAIN",1,3,0,24,0,2.76316950032329,1,0,0
"562",144,"TRAIN",0,3,1,19,1,1.90954250488444,0,0,1
"563",145,"TRAIN",0,2,1,18,1,2.4423470353692,1,0,0
"564",146,"TRAIN",0,2,1,19,0,3.60413822565885,1,0,0
"565",147,"TRAIN",1,3,1,27,1,2.05358512713461,1,0,0
"566",148,"TRAIN",0,3,0,9,0,3.53732955598674,1,0,0
"567",149,"TRAIN",0,2,1,36.5,0,3.25809653802148,1,0,0
"568",150,"TRAIN",0,2,1,42,1,2.56494935746154,1,0,0
"569",151,"TRAIN",0,2,1,51,1,2.52772664697093,1,0,0
"570",152,"TRAIN",1,1,0,22,0,4.19870457754634,1,0,0
"571",153,"TRAIN",0,3,1,55.5,1,2.08567209143047,1,0,0
"572",154,"TRAIN",0,3,1,40.5,0,2.67414864942653,1,0,0
"573",155,"TRAIN",0,3,1,36,1,1.98958521255797,1,0,0
"574",156,"TRAIN",0,1,1,51,0,4.11707101554523,0,1,0
"575",157,"TRAIN",1,3,0,16,1,2.04553567965004,0,0,1
"576",158,"TRAIN",0,3,1,30,1,2.08567209143047,1,0,0
"577",159,"TRAIN",0,3,1,24,1,2.15900336451602,1,0,0
"578",160,"TRAIN",0,3,1,14.5,0,4.24204591836945,1,0,0
"579",161,"TRAIN",0,3,1,44,0,2.77881927199042,1,0,0
"580",162,"TRAIN",1,2,0,40,1,2.75684036527164,1,0,0
"581",163,"TRAIN",0,3,1,26,1,2.0509134580653,1,0,0
"582",164,"TRAIN",0,3,1,17,1,2.15900336451602,1,0,0
"583",165,"TRAIN",0,3,1,1,0,3.68103627665291,1,0,0
"584",166,"TRAIN",1,3,1,9,0,3.02164365533849,1,0,0
"585",167,"TRAIN",1,1,0,22,0,4.00733318523247,1,0,0
"586",168,"TRAIN",0,3,0,45,0,3.32862668882732,1,0,0
"587",169,"TRAIN",0,1,1,46,1,3.25520775411559,1,0,0
"588",170,"TRAIN",0,3,1,28,1,4.03416629910613,1,0,0
"589",171,"TRAIN",0,1,1,61,1,3.51154543883102,1,0,0
"590",172,"TRAIN",0,3,1,4,0,3.37159691188586,0,0,1
"591",173,"TRAIN",1,3,0,1,0,2.40994061729809,1,0,0
"592",174,"TRAIN",0,3,1,21,1,2.07002231976334,1,0,0
"593",175,"TRAIN",0,1,1,56,1,3.42412583741652,0,1,0
"594",176,"TRAIN",0,3,1,18,0,2.06104842056294,1,0,0
"595",177,"TRAIN",0,3,1,6,0,3.23737171640403,1,0,0
"596",178,"TRAIN",0,1,0,50,1,3.35733256801522,0,1,0
"597",179,"TRAIN",0,2,1,30,1,2.56494935746154,1,0,0
"598",180,"TRAIN",0,3,1,36,1,0,1,0,0
"599",181,"TRAIN",0,3,0,16,0,4.24204591836945,1,0,0
"600",182,"TRAIN",0,2,1,27,1,2.71137799119488,0,1,0
"601",183,"TRAIN",0,3,1,9,0,3.4464097244837,1,0,0
"602",184,"TRAIN",1,2,1,1,0,3.66356164612965,1,0,0
"603",185,"TRAIN",1,3,0,4,0,3.09217817182224,1,0,0
"604",186,"TRAIN",0,1,1,54,1,3.91202300542815,1,0,0
"605",187,"TRAIN",1,3,0,18,0,2.7408400239252,0,0,1
"606",188,"TRAIN",1,1,1,45,1,3.27902974768795,1,0,0
"607",189,"TRAIN",0,3,1,40,0,2.7408400239252,0,0,1
"608",190,"TRAIN",0,3,1,36,1,2.06633097252974,1,0,0
"609",191,"TRAIN",1,2,0,32,1,2.56494935746154,1,0,0
"610",192,"TRAIN",0,2,1,19,1,2.56494935746154,1,0,0
"611",193,"TRAIN",1,3,0,19,0,2.06104842056294,1,0,0
"612",194,"TRAIN",1,2,1,3,0,3.25809653802148,1,0,0
"613",195,"TRAIN",1,1,0,44,1,3.32218303393412,0,1,0
"614",196,"TRAIN",1,1,0,58,1,4.98716739790117,0,1,0
"615",197,"TRAIN",0,3,1,65,1,2.04769284336526,0,0,1
"616",198,"TRAIN",0,3,1,42,0,2.12873158089092,1,0,0
"617",199,"TRAIN",1,3,0,24,1,2.04769284336526,0,0,1
"618",200,"TRAIN",0,2,0,24,1,2.56494935746154,1,0,0
"619",201,"TRAIN",0,3,1,28,1,2.2512917986065,1,0,0
"620",202,"TRAIN",0,3,1,14.5,0,4.24204591836945,1,0,0
"621",203,"TRAIN",0,3,1,34,1,1.87115581420807,1,0,0
"622",204,"TRAIN",0,3,1,45.5,1,1.9775472339985,0,1,0
"623",205,"TRAIN",1,3,1,18,1,2.08567209143047,1,0,0
"624",206,"TRAIN",0,3,0,2,0,2.34779743581559,1,0,0
"625",207,"TRAIN",0,3,1,32,0,2.76316950032329,1,0,0
"626",208,"TRAIN",1,3,1,26,1,2.93319175507909,0,1,0
"627",209,"TRAIN",1,3,0,16,1,2.04769284336526,0,0,1
"628",210,"TRAIN",1,1,1,40,1,3.43398720448515,0,1,0
"629",211,"TRAIN",0,3,1,24,1,1.95302761682418,1,0,0
"630",212,"TRAIN",1,2,0,35,1,3.04452243772342,1,0,0
"631",213,"TRAIN",0,3,1,22,1,1.98100146886658,1,0,0
"632",214,"TRAIN",0,2,1,30,1,2.56494935746154,1,0,0
"633",215,"TRAIN",0,3,1,65,0,2.04769284336526,0,0,1
"634",216,"TRAIN",1,1,0,31,0,4.7298184905532,0,1,0
"635",217,"TRAIN",1,3,0,27,1,2.07002231976334,1,0,0
"636",218,"TRAIN",0,2,1,42,0,3.29583686600433,1,0,0
"637",219,"TRAIN",1,1,0,32,1,4.33456415124619,0,1,0
"638",220,"TRAIN",0,2,1,30,1,2.35137525716348,1,0,0
"639",221,"TRAIN",1,3,1,16,1,2.08567209143047,1,0,0
"640",222,"TRAIN",0,2,1,27,1,2.56494935746154,1,0,0
"641",223,"TRAIN",0,3,1,51,1,2.08567209143047,1,0,0
"642",224,"TRAIN",0,3,1,21,1,2.06633097252974,1,0,0
"643",225,"TRAIN",1,1,1,38,0,4.49980967033027,1,0,0
"644",226,"TRAIN",0,3,1,22,1,2.2353763433006,1,0,0
"645",227,"TRAIN",1,2,1,19,1,2.35137525716348,1,0,0
"646",228,"TRAIN",0,3,1,20.5,1,1.98100146886658,1,0,0
"647",229,"TRAIN",0,2,1,18,1,2.56494935746154,1,0,0
"648",230,"TRAIN",0,3,0,8,0,3.23737171640403,1,0,0
"649",231,"TRAIN",1,1,0,35,0,4.42454718582972,1,0,0
"650",232,"TRAIN",0,3,1,29,1,2.0509134580653,1,0,0
"651",233,"TRAIN",0,2,1,59,1,2.60268968544438,1,0,0
"652",234,"TRAIN",1,3,0,5,0,3.4464097244837,1,0,0
"653",235,"TRAIN",0,2,1,24,1,2.35137525716348,1,0,0
"654",236,"TRAIN",0,3,0,18,1,2.02154756326093,1,0,0
"655",237,"TRAIN",0,2,1,44,0,3.25809653802148,1,0,0
"656",238,"TRAIN",1,2,0,8,0,3.26766598903763,1,0,0
"657",239,"TRAIN",0,2,1,19,1,2.35137525716348,1,0,0
"658",240,"TRAIN",0,2,1,33,1,2.50756467368058,1,0,0
"659",241,"TRAIN",0,3,0,18,0,2.6709850297652,0,1,0
"660",242,"TRAIN",1,3,0,18,0,2.7408400239252,0,0,1
"661",243,"TRAIN",0,2,1,29,1,2.35137525716348,1,0,0
"662",244,"TRAIN",0,3,1,22,1,1.96360972615471,1,0,0
"663",245,"TRAIN",0,3,1,30,1,1.9775472339985,0,1,0
"664",246,"TRAIN",0,1,1,44,0,4.49980967033027,0,0,1
"665",247,"TRAIN",0,3,0,25,1,2.0509134580653,1,0,0
"666",248,"TRAIN",1,2,0,24,0,2.67414864942653,1,0,0
"667",249,"TRAIN",1,1,1,37,0,3.96184501801123,1,0,0
"668",250,"TRAIN",0,2,1,54,0,3.25809653802148,1,0,0
"669",251,"TRAIN",0,3,1,36,1,1.98100146886658,1,0,0
"670",252,"TRAIN",0,3,0,29,0,2.34779743581559,1,0,0
"671",253,"TRAIN",0,1,1,62,1,3.27902974768795,1,0,0
"672",254,"TRAIN",0,3,1,30,0,2.77881927199042,1,0,0
"673",255,"TRAIN",0,3,0,41,0,3.00630122490323,1,0,0
"674",256,"TRAIN",1,3,0,29,0,2.7243040552851,0,1,0
"675",257,"TRAIN",1,1,0,32,1,4.37197629882038,0,1,0
"676",258,"TRAIN",1,1,0,30,1,4.46014441393783,1,0,0
"677",259,"TRAIN",1,1,0,35,1,6.23896738717366,0,1,0
"678",260,"TRAIN",1,2,0,50,0,3.25809653802148,1,0,0
"679",261,"TRAIN",0,3,1,65,1,2.04769284336526,0,0,1
"680",262,"TRAIN",1,3,1,3,0,3.4464097244837,1,0,0
"681",263,"TRAIN",0,1,1,52,0,4.37764203635606,1,0,0
"682",264,"TRAIN",0,1,1,40,1,0,1,0,0
"683",265,"TRAIN",0,3,0,24,1,2.04769284336526,0,0,1
"684",266,"TRAIN",0,2,1,36,1,2.35137525716348,1,0,0
"685",267,"TRAIN",0,3,1,16,0,3.68103627665291,1,0,0
"686",268,"TRAIN",1,3,1,25,0,2.0509134580653,1,0,0
"687",269,"TRAIN",1,1,0,58,0,5.03345623750696,1,0,0
"688",270,"TRAIN",1,1,0,35,1,4.90995492057888,1,0,0
"689",271,"TRAIN",0,1,1,52,1,3.43398720448515,1,0,0
"690",272,"TRAIN",1,3,1,25,1,0,1,0,0
"691",273,"TRAIN",1,2,0,41,0,2.9704144655697,1,0,0
"692",274,"TRAIN",0,1,1,37,0,3.39114704580865,0,1,0
"693",275,"TRAIN",1,3,0,24,1,2.04769284336526,0,0,1
"694",276,"TRAIN",1,1,0,63,0,4.35617406834722,1,0,0
"695",277,"TRAIN",0,3,0,45,1,2.04769284336526,1,0,0
"696",278,"TRAIN",0,2,1,24,1,0,1,0,0
"697",279,"TRAIN",0,3,1,7,0,3.37159691188586,0,0,1
"698",280,"TRAIN",1,3,0,35,0,3.00815479355255,1,0,0
"699",281,"TRAIN",0,3,1,65,1,2.04769284336526,0,0,1
"700",282,"TRAIN",0,3,1,28,1,2.06104842056294,1,0,0
"701",283,"TRAIN",0,3,1,16,1,2.2512917986065,1,0,0
"702",284,"TRAIN",1,3,1,19,1,2.08567209143047,1,0,0
"703",285,"TRAIN",0,1,1,46,1,3.25809653802148,1,0,0
"704",286,"TRAIN",0,3,1,33,1,2.15900336451602,0,1,0
"705",287,"TRAIN",1,3,1,30,1,2.2512917986065,1,0,0
"706",288,"TRAIN",0,3,1,22,1,2.06633097252974,1,0,0
"707",289,"TRAIN",1,2,1,42,1,2.56494935746154,1,0,0
"708",290,"TRAIN",1,3,0,22,1,2.04769284336526,0,0,1
"709",291,"TRAIN",1,1,0,26,1,4.36754731340905,1,0,0
"710",292,"TRAIN",1,1,0,19,0,4.51172945766992,0,1,0
"711",293,"TRAIN",0,2,1,36,1,2.5552874465498,0,1,0
"712",294,"TRAIN",0,3,0,24,1,2.18041745901984,1,0,0
"713",295,"TRAIN",0,3,1,24,1,2.06633097252974,1,0,0
"714",296,"TRAIN",0,1,1,30,1,3.32218303393412,0,1,0
"715",297,"TRAIN",0,3,1,23.5,1,1.97812837997935,0,1,0
"716",298,"TRAIN",0,1,0,2,0,5.02091560350381,1,0,0
"717",299,"TRAIN",1,1,1,52,1,3.41772668361337,1,0,0
"718",300,"TRAIN",1,1,0,50,0,5.51149461888159,0,1,0
"719",301,"TRAIN",1,3,0,24,1,2.04769284336526,0,0,1
"720",302,"TRAIN",1,3,1,34.5,0,3.14630513203337,0,0,1
"721",303,"TRAIN",0,3,1,19,1,0,1,0,0
"722",304,"TRAIN",1,2,0,18,1,2.51365606307399,0,0,1
"723",305,"TRAIN",0,3,1,32,1,2.08567209143047,1,0,0
"724",306,"TRAIN",1,1,1,0.92,0,5.02091560350381,1,0,0
"725",307,"TRAIN",1,1,0,31,1,4.70847829690348,0,1,0
"726",308,"TRAIN",1,1,0,17,0,4.69043002993891,0,1,0
"727",309,"TRAIN",0,2,1,30,0,3.17805383034795,0,1,0
"728",310,"TRAIN",1,1,0,30,1,4.04180839051927,0,1,0
"729",311,"TRAIN",1,1,0,24,1,4.42074602026042,0,1,0
"730",312,"TRAIN",1,1,0,18,0,5.5697747781408,0,1,0
"731",313,"TRAIN",0,2,0,26,0,3.25809653802148,1,0,0
"732",314,"TRAIN",0,3,1,28,1,2.06633097252974,1,0,0
"733",315,"TRAIN",0,2,1,43,0,3.26766598903763,1,0,0
"734",316,"TRAIN",1,3,0,26,1,2.06104842056294,1,0,0
"735",317,"TRAIN",1,2,0,24,0,3.25809653802148,1,0,0
"736",318,"TRAIN",0,2,1,54,1,2.63905732961526,1,0,0
"737",319,"TRAIN",1,1,0,31,0,5.10513726860277,1,0,0
"738",320,"TRAIN",1,1,0,40,0,4.90156419904189,0,1,0
"739",321,"TRAIN",0,3,1,22,1,1.98100146886658,1,0,0
"740",322,"TRAIN",0,3,1,27,1,2.06633097252974,1,0,0
"741",323,"TRAIN",1,2,0,30,1,2.51365606307399,0,0,1
"742",324,"TRAIN",1,2,0,22,0,3.36729582998647,1,0,0
"743",325,"TRAIN",0,3,1,14.5,0,4.24204591836945,1,0,0
"744",326,"TRAIN",1,1,0,36,1,4.90995492057888,0,1,0
"745",327,"TRAIN",0,3,1,61,1,1.83057946107764,1,0,0
"746",328,"TRAIN",1,2,0,36,1,2.56494935746154,1,0,0
"747",329,"TRAIN",1,3,0,31,0,3.02164365533849,1,0,0
"748",330,"TRAIN",1,1,0,16,0,4.06008432553699,0,1,0
"749",331,"TRAIN",1,3,0,18,0,3.14630513203337,0,0,1
"750",332,"TRAIN",0,1,1,45.5,1,3.3499040872746,1,0,0
"751",333,"TRAIN",0,1,1,38,0,5.03345623750696,1,0,0
"752",334,"TRAIN",0,3,1,16,0,2.89037175789616,1,0,0
"753",335,"TRAIN",1,1,0,35,0,4.89522444258493,1,0,0
"754",336,"TRAIN",0,3,1,21,1,2.06633097252974,1,0,0
"755",337,"TRAIN",0,1,1,29,0,4.19870457754634,1,0,0
"756",338,"TRAIN",1,1,0,41,1,4.90156419904189,0,1,0
"757",339,"TRAIN",1,3,1,45,1,2.08567209143047,1,0,0
"758",340,"TRAIN",0,1,1,45,1,3.56953269648137,1,0,0
"759",341,"TRAIN",1,2,1,2,0,3.25809653802148,1,0,0
"760",342,"TRAIN",1,1,0,24,0,5.57215403217776,1,0,0
"761",343,"TRAIN",0,2,1,28,1,2.56494935746154,1,0,0
"762",344,"TRAIN",0,2,1,25,1,2.56494935746154,1,0,0
"763",345,"TRAIN",0,2,1,36,1,2.56494935746154,1,0,0
"764",346,"TRAIN",1,2,0,24,1,2.56494935746154,1,0,0
"765",347,"TRAIN",1,2,0,40,1,2.56494935746154,1,0,0
"766",348,"TRAIN",1,3,0,19,0,2.77881927199042,1,0,0
"767",349,"TRAIN",1,3,1,3,0,2.76631910922619,1,0,0
"768",350,"TRAIN",0,3,1,42,1,2.15900336451602,1,0,0
"769",351,"TRAIN",0,3,1,23,1,2.22191718992659,1,0,0
"770",352,"TRAIN",0,1,1,45,1,3.55534806148941,1,0,0
"771",353,"TRAIN",0,3,1,15,0,1.97812837997935,0,1,0
"772",354,"TRAIN",0,3,1,25,0,2.87919845729804,1,0,0
"773",355,"TRAIN",0,3,1,22.5,1,1.9775472339985,0,1,0
"774",356,"TRAIN",0,3,1,28,1,2.2512917986065,1,0,0
"775",357,"TRAIN",1,1,0,22,0,4.00733318523247,1,0,0
"776",358,"TRAIN",0,2,0,38,1,2.56494935746154,1,0,0
"777",359,"TRAIN",1,3,0,19,1,2.06422637587336,0,0,1
"778",360,"TRAIN",1,3,0,19,1,2.06422637587336,0,0,1
"779",361,"TRAIN",0,3,1,40,0,3.32862668882732,1,0,0
"780",362,"TRAIN",0,2,1,29,0,3.32218303393412,0,1,0
"781",363,"TRAIN",0,3,0,45,0,2.6709850297652,0,1,0
"782",364,"TRAIN",0,3,1,35,1,1.95302761682418,1,0,0
"783",365,"TRAIN",0,3,1,34.5,0,2.7408400239252,0,0,1
"784",366,"TRAIN",0,3,1,30,1,1.98100146886658,1,0,0
"785",367,"TRAIN",1,1,0,60,0,4.32081590362899,0,1,0
